x,y
1.596364,-0.777778
1.631616,-0.777778
1.666869,-0.777778
1.702121,-0.777778
1.737374,-0.777778
1.772626,-0.777778
1.807879,-0.777778
1.843131,-0.777778
1.878384,-0.777778
1.913636,-0.777778
1.948889,-0.777778
1.984141,-0.777778
2.019394,-0.777778
2.054646,-0.777778
2.089899,-0.777778
2.125152,-0.777778
2.160404,-0.777778
2.195657,-0.777778
2.230909,-0.777778
2.266162,-0.777778
0.010000,-0.757576
0.045253,-0.757576
0.080505,-0.757576
0.115758,-0.757576
0.151010,-0.757576
0.186263,-0.757576
0.221515,-0.757576
0.256768,-0.757576
0.292020,-0.757576
0.327273,-0.757576
0.362525,-0.757576
0.397778,-0.757576
0.433030,-0.757576
0.468283,-0.757576
0.503535,-0.757576
0.538788,-0.757576
0.574040,-0.757576
0.609293,-0.757576
0.644545,-0.757576
0.679798,-0.757576
0.715051,-0.757576
0.750303,-0.757576
0.785556,-0.757576
0.820808,-0.757576
0.856061,-0.757576
0.891313,-0.757576
0.926566,-0.757576
0.961818,-0.757576
0.997071,-0.757576
1.032323,-0.757576
1.067576,-0.757576
1.102828,-0.757576
1.138081,-0.757576
1.173333,-0.757576
1.208586,-0.757576
1.243838,-0.757576
1.279091,-0.757576
1.314343,-0.757576
1.349596,-0.757576
1.384848,-0.757576
1.420101,-0.757576
1.455354,-0.757576
1.490606,-0.757576
1.525859,-0.757576
1.561111,-0.757576
1.596364,-0.757576
1.631616,-0.757576
1.666869,-0.757576
1.702121,-0.757576
1.737374,-0.757576
1.772626,-0.757576
1.807879,-0.757576
1.843131,-0.757576
1.878384,-0.757576
1.913636,-0.757576
1.948889,-0.757576
1.984141,-0.757576
2.019394,-0.757576
2.054646,-0.757576
2.089899,-0.757576
2.125152,-0.757576
2.160404,-0.757576
2.195657,-0.757576
2.230909,-0.757576
2.266162,-0.757576
2.301414,-0.757576
0.010000,-0.737374
0.045253,-0.737374
0.080505,-0.737374
0.115758,-0.737374
0.151010,-0.737374
0.186263,-0.737374
0.221515,-0.737374
0.256768,-0.737374
0.292020,-0.737374
0.327273,-0.737374
0.362525,-0.737374
0.397778,-0.737374
0.433030,-0.737374
0.468283,-0.737374
0.503535,-0.737374
0.538788,-0.737374
0.574040,-0.737374
